adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Platform_ORF,GO.Function,GO.Process,GO.Component,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
0.998974958,0.850740492,-0.197715885,-5.840392611,-0.050586932,umuC///umuC///umuC///umuC,DNA polymerase V subunit UmuC///DNA polymerase V subunit UmuC///translesion error-prone DNA polymerase V subunit; DNA polymerase activity///DNA polymerase V subunit UmuC,b1184,single-stranded DNA binding///DNA-directed DNA polymerase activity///protein binding///DNA-dependent ATPase activity,cellular response to DNA damage stimulus///SOS response///translesion synthesis,plasma membrane///DNA polymerase V complex///membrane///integral component of membrane,NC_004431.1 (1468502..1469770)///NC_002655.2 (1764079..1765347)///NC_000913.3 (1231186..1232454)///NC_002695.1 (1672672..1673940),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.851603427,0.196555125,-5.840641639,0.058487782,ydeO///Z2209///ydeO///ECs2104,"transcriptional regulator YdeO///transcriptional regulator YdeO///UV-inducible global regulator, EvgA-, GadE-dependent///transcriptional regulator YdeO",b1499,DNA-binding transcription factor activity///DNA-binding transcription factor activity,"transcription, DNA-templated///transcription, DNA-templated///transcription, DNA-templated///positive regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated",,"NC_004431.1 (1768598..1769359, complement)///NC_002655.2 (1983539..1984300)///NC_000913.3 (1582926..1583687, complement)///NC_002695.1 (2104172..2104933, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.851801064,0.196289321,-5.840698461,0.037903179,fieF///fieF///fieF///fieF,ferrous iron efflux protein F///ferrous iron efflux protein F///ferrous iron and zinc transporter///ferrous iron efflux protein F,b3915,cation transmembrane transporter activity///cadmium ion transmembrane transporter activity///cadmium ion transmembrane transporter activity///ferrous iron transmembrane transporter activity///ferrous iron transmembrane transporter activity///zinc efflux active transmembrane transporter activity///zinc efflux active transmembrane transporter activity///identical protein binding,iron ion transport///zinc ion transport///cellular cadmium ion homeostasis///cellular cadmium ion homeostasis///cellular iron ion homeostasis///cellular iron ion homeostasis///cellular zinc ion homeostasis///cellular zinc ion homeostasis///cadmium ion transport,plasma membrane///plasma membrane///membrane,NC_004431.1 (4626127..4627029)///NC_002655.2 (4975193..4976095)///NC_000913.3 (4106469..4107371)///NC_002695.1 (4906429..4907331),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.85198805,0.196037857,-5.840752148,0.048400947,yaiZ///Z0476///yaiZ///ECs0430,hypothetical protein///hypothetical protein///DUF2754 family putative inner membrane protein///hypothetical protein,b0380,,,plasma membrane,NC_004431.1 (473506..473850)///NC_002655.2 (459242..459586)///NC_000913.3 (399593..399805)///NC_002695.1 (459240..459584),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.852398145,-0.195486402,-5.840869645,-0.051455543,cadB///cadB///cadB///cadB,lysine/cadaverine antiporter///lysine/cadaverine antiporter///putative lysine/cadaverine transporter///lysine/cadaverine antiporter,b4132,solute:proton symporter activity///antiporter activity///lysine:cadaverine antiporter activity,cadaverine transport///cadaverine transport///L-lysine transmembrane transport///cellular stress response to acidic pH,plasma membrane///integral component of plasma membrane///membrane,"NC_004431.1 (4915594..4916928, complement)///NC_002655.2 (5243132..5244466, complement)///NC_000913.3 (4358697..4360031, complement)///NC_002695.1 (5213147..5214481, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.852659439,-0.195135076,-5.840944331,-0.045983206,pyrE///pyrE///pyrE///pyrE,orotate phosphoribosyltransferase///orotate phosphoribosyltransferase///orotate phosphoribosyltransferase///orotate phosphoribosyltransferase,b3642,magnesium ion binding///orotate phosphoribosyltransferase activity///orotate phosphoribosyltransferase activity,'de novo' pyrimidine nucleobase biosynthetic process///'de novo' pyrimidine nucleobase biosynthetic process///pyrimidine nucleotide biosynthetic process///pyrimidine nucleotide biosynthetic process///pyrimidine ribonucleoside biosynthetic process,cytoplasm///cytoplasm///cytosol,"NC_004431.1 (4246125..4246766, complement)///NC_002655.2 (4627969..4628610, complement)///NC_000913.3 (3815127..3815768, complement)///NC_002695.1 (4558986..4559627, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.852672245,-0.195117858,-5.840947988,-0.047923326,hyfC///hyfC///ECs3345,"hydrogenase 4 membrane subunit///hydrogenase 4, membrane subunit///hydrogenase 4 membrane subunit",b2483,,cellular response to DNA damage stimulus,plasma membrane///plasma membrane,NC_002655.2 (3389755..3390723)///NC_000913.3 (2603847..2604794)///NC_002695.1 (3319942..3320889),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.852914166,-0.194792607,-5.841017007,-0.070611863,ygiM///ygiM///ygiM///ECs3938,signal transduction protein///signal transduction protein///SH3 domain protein///signal transduction protein,b3055,,,cytosol///integral component of plasma membrane,NC_004431.1 (3641901..3642521)///NC_002655.2 (4008050..4008670)///NC_000913.3 (3201207..3201827)///NC_002695.1 (3940735..3941355),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.853073244,-0.194578748,-5.841062327,-0.04857662,citC///citC///citC///ECs0657,[citrate (pro-3S)-lyase] ligase///citrate lyase synthetase///citrate lyase ligase; [citrate [pro-3S]-lyase] ligase///[citrate (pro-3S)-lyase] ligase,c0709,protein binding///[citrate (pro-3S)-lyase] ligase activity///[citrate (pro-3S)-lyase] ligase activity,cellular protein modification process///cellular protein modification process,,"NC_004431.1 (691390..692397, complement)///NC_002655.2 (731934..733079, complement)///NC_000913.3 (650798..651856, complement)///NC_002695.1 (732152..733210, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.854039358,-0.193280161,-5.841336463,-0.040812425,hslU///hslU///hslU///hslU,ATP-dependent protease ATP-binding subunit HslU///ATP-dependent protease ATP-binding subunit HslU///molecular chaperone and ATPase component of HslUV protease///ATP-dependent protease ATP-binding protein HslU,b3931,magnesium ion binding///protein binding///ATP binding///ATPase activity///protein domain specific binding///identical protein binding,proteolysis///response to heat///protein hexamerization///protein unfolding,cytosol///HslUV protease complex///membrane,"NC_004431.1 (4640110..4641441, complement)///NC_002655.2 (4990672..4992003, complement)///NC_000913.3 (4120416..4121747, complement)///NC_002695.1 (4921908..4923239, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.854210734,0.193049849,-5.841384894,0.031667873,intD,DLP12 prophage; putative phage integrase,b0537,prophage integrase activity,,cytosol,"NC_000913.3 (564815..565978, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.854563227,-0.192576172,-5.841484322,-0.052115109,ttdB///ttdB///ttdB///ECs3945,"L(+)-tartrate dehydratase subunit beta///L(+)-tartrate dehydratase subunit beta///L-tartrate dehydratase, beta subunit///L(+)-tartrate dehydratase subunit beta",b3062,,response to heat,,NC_004431.1 (3647965..3648570)///NC_002655.2 (4014216..4014821)///NC_000913.3 (3207371..3207976)///NC_002695.1 (3946901..3947506),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.855562988,-0.191232981,-5.841764959,-0.051765528,glyS///glyS///glyS///glyS,"glycyl-tRNA synthetase subunit beta///glycyl-tRNA synthetase subunit beta///glycine tRNA synthetase, beta subunit///glycyl-tRNA synthetase subunit beta",b3559,protein binding,,cytosol///cytosol,"NC_004431.1 (4159961..4162030, complement)///NC_002655.2 (4535727..4537796, complement)///NC_000913.3 (3722328..3724397, complement)///NC_002695.1 (4468498..4470567, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.85582311,-0.190883571,-5.841837645,-0.031279594,fklB///fklB///fklB///ECs5185,peptidyl-prolyl cis-trans isomerase///peptidyl-prolyl cis-trans isomerase///FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)///peptidyl-prolyl cis-trans isomerase,ECs5185,peptidyl-prolyl cis-trans isomerase activity///FK506 binding///identical protein binding,,cytosol,NC_004431.1 (5046052..5046672)///NC_002655.2 (5314395..5315015)///NC_000913.3 (4428935..4429555)///NC_002695.1 (5284409..5285029),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.85610303,-0.190507597,-5.841915711,-0.031663234,narP///narP///narP///ECs3082,transcriptional regulator NarP///transcriptional regulator NarP///response regulator in two-component regulatory system with NarQ///transcriptional regulator NarP,b2193,DNA binding,"regulation of transcription, DNA-templated",,NC_004431.1 (2578154..2578831)///NC_002655.2 (3095498..3096145)///NC_000913.3 (2290500..2291147)///NC_002695.1 (3024229..3024876),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.856324535,-0.190210107,-5.841977374,-0.032444963,ftsQ///ftsQ///ftsQ///ECs0097,"cell division protein FtsQ///cell division protein FtsQ///divisome assembly protein, membrane anchored protein involved in growth of wall at septum///cell division protein FtsQ",b0093,protein binding///identical protein binding,division septum assembly///FtsZ-dependent cytokinesis///cell division,plasma membrane///plasma membrane///integral component of plasma membrane///integral component of membrane///cell division site,NC_004431.1 (106982..107812)///NC_002655.2 (107761..108591)///NC_000913.3 (103155..103985)///NC_002695.1 (107760..108590),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.856623012,-0.189809271,-5.842060307,-0.055968649,casE,CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein,b2756,RNA binding///endoribonuclease activity///protein binding,"RNA processing///defense response to virus///RNA phosphodiester bond hydrolysis, endonucleolytic",protein-containing complex///protein-containing complex,"NC_000913.3 (2879788..2880387, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.857013748,0.189284591,-5.842168603,0.052511837,deoD///deoD///deoD///deoD,purine nucleoside phosphorylase///purine nucleoside phosphorylase///purine nucleoside phosphorylase 1; nicotinamide 1-beta-D-riboside phosphorylase///purine nucleoside phosphorylase,b4384,purine-nucleoside phosphorylase activity///identical protein binding,purine nucleoside catabolic process///cellular response to DNA damage stimulus///purine nucleoside interconversion,cytosol///membrane,NC_004431.1 (5209552..5210271)///NC_002655.2 (5508719..5509438)///NC_000913.3 (4620883..4621602)///NC_002695.1 (5478724..5479443),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.857744076,-0.188304074,-5.842370194,-0.039193099,ydiK///Z2716///ydiK///ECs2395,inner membrane protein///hypothetical protein///UPF0118 family inner membrane protein///hypothetical protein,b1688,,,plasma membrane,NC_004431.1 (1925040..1926152)///NC_002655.2 (2443982..2445094)///NC_000913.3 (1769074..1770186)///NC_002695.1 (2368786..2369898),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.858007045,0.187951071,-5.842442518,0.044874389,fabD///fabD///fabD///ECs1470,ACP S-malonyltransferase///ACP S-malonyltransferase///malonyl-CoA-[acyl-carrier-protein] transacylase///ACP S-malonyltransferase,b1092,[acyl-carrier-protein] S-malonyltransferase activity///[acyl-carrier-protein] S-malonyltransferase activity,fatty acid biosynthetic process///fatty acid biosynthetic process,cytosol///cytosol,NC_004431.1 (1293227..1294156)///NC_002655.2 (1593909..1594838)///NC_000913.3 (1149728..1150657)///NC_002695.1 (1508823..1509752),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.858309518,0.187545074,-5.842525534,0.027925198,ogt///ogt///ogt///ECs1916,O-6-alkylguanine-DNA:cysteine-protein methyltransferase///O-6-alkylguanine-DNA:cysteine-protein methyltransferase///O-6-alkylguanine-DNA:cysteine-protein methyltransferase///O-6-alkylguanine-DNA:cysteine-protein methyltransferase,b1335,methylated-DNA-[protein]-cysteine S-methyltransferase activity///methylated-DNA-[protein]-cysteine S-methyltransferase activity,DNA dealkylation involved in DNA repair///DNA dealkylation involved in DNA repair,,"NC_004431.1 (1641808..1642323, complement)///NC_002655.2 (2178771..2179286)///NC_000913.3 (1399721..1400236, complement)///NC_002695.1 (1907880..1908395, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.858692935,0.187030482,-5.8426305,0.031167312,yciO///yciO///yciO///ECs1839,hypothetical protein///hypothetical protein///putative RNA binding protein///hypothetical protein,b1267,,,cytosol,"NC_004431.1 (1567666..1568322)///NC_002655.2 (2261438..2262094, complement)///NC_000913.3 (1324098..1324718)///NC_002695.1 (1825082..1825738)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.859104843,0.186477717,-5.842742936,0.044079621,rnhA///rnhA///rnhA///rnhA,"ribonuclease H///ribonuclease H///ribonuclease HI, degrades RNA of DNA-RNA hybrids///ribonuclease H",b0214,nucleic acid binding///endonuclease activity///RNA-DNA hybrid ribonuclease activity///RNA-DNA hybrid ribonuclease activity///protein binding,"DNA replication, removal of RNA primer///DNA replication, removal of RNA primer///RNA phosphodiester bond hydrolysis, endonucleolytic",,"NC_004431.1 (247158..247625, complement)///NC_002655.2 (239086..239553, complement)///NC_000913.3 (235535..236002, complement)///NC_002695.1 (239085..239552, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.859554542,-0.185874314,-5.842865298,-0.032402364,envR///envR///acrS///ECs4136,DNA-binding transcriptional regulator EnvR///DNA-binding transcriptional regulator EnvR///acrAB operon transcriptional repressor///acrEF/envCD operon repressor,b3264,DNA-binding transcription factor activity///DNA-binding transcription factor activity,"response to drug///negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated",,"NC_004431.1 (3844571..3845233, complement)///NC_002655.2 (4214980..4215642, complement)///NC_000913.3 (3412803..3413465, complement)///NC_002695.1 (4147762..4148424, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.859736336,-0.185630408,-5.842914648,-0.026313103,csgF///csgF///csgF///ECs1415,curli assembly protein CsgF///curli assembly protein CsgF///curli nucleation outer membrane protein///curli assembly protein CsgF,b1038,,biological adhesion///single-species biofilm formation,cell outer membrane,"NC_004431.1 (1245210..1245626, complement)///NC_002655.2 (1545936..1546352, complement)///NC_000913.3 (1101711..1102127, complement)///NC_002695.1 (1460851..1461267, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.85993752,0.1853605,-5.842969184,0.053786505,ybcN,DLP12 prophage; uncharacterized protein,b0547,bubble DNA binding///single-stranded DNA binding///protein binding,,,NC_000913.3 (572466..572921),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
